Input.title,Input.body,Answer.Confidence,Unnamed: 3,Answer.reason for confidence rating,Answer.answer,rating,type of answer,Unnamed: 8,1: not related,emotional
Your opinion of this song?,"I am blown away by this track and also the way Bowie handles the lyrics. I'm curious as to how many of you people ""dig"" it. I've been a Pat Metheny fan for some time now from before he did this track with Bowie (in the eighties). He also inspires my own music experimentation as a lot of Pat Metheny group tracks are instrumental.

I also like the video part and the subtle chord changes. The song is from a film that deals with espionage and somehow Bowie worked with PMG to make this track for the movie.

This is not America: David Bowie/Pat Metheny - This Is Not America (Promo Clip) - YouTube",Somewhat confident,,"He/she seems to know what he/she is talking about, and I trust the source",the fact that the user is blown away by the track and goes into deal why the track is so good is quite refreshing and I can tell the user cares for this song and is quite impressed.,,,,,
Your opinion of this song?,"I am blown away by this track and also the way Bowie handles the lyrics. I'm curious as to how many of you people ""dig"" it. I've been a Pat Metheny fan for some time now from before he did this track with Bowie (in the eighties). He also inspires my own music experimentation as a lot of Pat Metheny group tracks are instrumental.

I also like the video part and the subtle chord changes. The song is from a film that deals with espionage and somehow Bowie worked with PMG to make this track for the movie.

This is not America: David Bowie/Pat Metheny - This Is Not America (Promo Clip) - YouTube",Somewhat confident,,,good lyrics.very stylish,,,,,
Your opinion of this song?,"I am blown away by this track and also the way Bowie handles the lyrics. I'm curious as to how many of you people ""dig"" it. I've been a Pat Metheny fan for some time now from before he did this track with Bowie (in the eighties). He also inspires my own music experimentation as a lot of Pat Metheny group tracks are instrumental.

I also like the video part and the subtle chord changes. The song is from a film that deals with espionage and somehow Bowie worked with PMG to make this track for the movie.

This is not America: David Bowie/Pat Metheny - This Is Not America (Promo Clip) - YouTube",Very confident,,,"I actually love the movie and the video.  One of the best parts of the song is definitely the cord changes because it's so smooth and effortless.  Bowe has always been one of my favorites, especially in the 80's Genre.",,,,,
Your opinion of this song?,"I am blown away by this track and also the way Bowie handles the lyrics. I'm curious as to how many of you people ""dig"" it. I've been a Pat Metheny fan for some time now from before he did this track with Bowie (in the eighties). He also inspires my own music experimentation as a lot of Pat Metheny group tracks are instrumental.

I also like the video part and the subtle chord changes. The song is from a film that deals with espionage and somehow Bowie worked with PMG to make this track for the movie.

This is not America: David Bowie/Pat Metheny - This Is Not America (Promo Clip) - YouTube",Somewhat confident,,I have heard of this artist before.,"I absolutely ""dig"" this particular artist. I love his style.",,,,,
Your opinion of this song?,"I am blown away by this track and also the way Bowie handles the lyrics. I'm curious as to how many of you people ""dig"" it. I've been a Pat Metheny fan for some time now from before he did this track with Bowie (in the eighties). He also inspires my own music experimentation as a lot of Pat Metheny group tracks are instrumental.

I also like the video part and the subtle chord changes. The song is from a film that deals with espionage and somehow Bowie worked with PMG to make this track for the movie.

This is not America: David Bowie/Pat Metheny - This Is Not America (Promo Clip) - YouTube",Somewhat confident,,,Autistic individuals appreciate and enjoy art forms a lot. Music seems to have a very positive impact on persons with various mental  and physical states-not just autism. This said then the autistic are likely to be more pronounced and fixed in their liking of music. They may continue the like even though it may be out of sync from current popularity.,,,,,
aspies and facebook,"Lately I've been looking at the list of people on my facebook and getting a bit depressed over it.  Mostly because other than family its made up largely of people who check their profiles once a month or old school friends I just added because I knew them in school. 

It depresses me a bit because people who I thought of as friends have wandered off or taken offense.  There is no real friends on my facebook page and as I don't have a lot of other social interaction at present I guess it kind of reminds me of how isolated I am. 

Does anyone else get a bit depressed over their pitiful facebook pages?  I look at my husbands some times and his is full of interesting things to see and read and mine just seems to be full of ads and posts from groups.",Somewhat confident,,,It might be better to just think of Facebook as a diversion from the real world and not to get too caught up in it. There are steps that you can take to meet people in the real world and expand your social interactions. Have you considered joining something like a  bowling league or book club? That might be a way to meet people who are looking for friendship.,,,,,
aspies and facebook,"Lately I've been looking at the list of people on my facebook and getting a bit depressed over it.  Mostly because other than family its made up largely of people who check their profiles once a month or old school friends I just added because I knew them in school. 

It depresses me a bit because people who I thought of as friends have wandered off or taken offense.  There is no real friends on my facebook page and as I don't have a lot of other social interaction at present I guess it kind of reminds me of how isolated I am. 

Does anyone else get a bit depressed over their pitiful facebook pages?  I look at my husbands some times and his is full of interesting things to see and read and mine just seems to be full of ads and posts from groups.",Somewhat confident,,experience of it,"Aspies are different, and sometimes being different is a good thing!",,,,,
aspies and facebook,"Lately I've been looking at the list of people on my facebook and getting a bit depressed over it.  Mostly because other than family its made up largely of people who check their profiles once a month or old school friends I just added because I knew them in school. 

It depresses me a bit because people who I thought of as friends have wandered off or taken offense.  There is no real friends on my facebook page and as I don't have a lot of other social interaction at present I guess it kind of reminds me of how isolated I am. 

Does anyone else get a bit depressed over their pitiful facebook pages?  I look at my husbands some times and his is full of interesting things to see and read and mine just seems to be full of ads and posts from groups.",Somewhat confident,,,you should make friends on society not on facebook,,,,,
aspies and facebook,"Lately I've been looking at the list of people on my facebook and getting a bit depressed over it.  Mostly because other than family its made up largely of people who check their profiles once a month or old school friends I just added because I knew them in school. 

It depresses me a bit because people who I thought of as friends have wandered off or taken offense.  There is no real friends on my facebook page and as I don't have a lot of other social interaction at present I guess it kind of reminds me of how isolated I am. 

Does anyone else get a bit depressed over their pitiful facebook pages?  I look at my husbands some times and his is full of interesting things to see and read and mine just seems to be full of ads and posts from groups.",Somewhat confident,,I have felt this emotion before.,"As we get older, people get involved in the their life and do not have time for social media as much anymore. It is nothing against you as a person, just life.",,,,,
aspies and facebook,"Lately I've been looking at the list of people on my facebook and getting a bit depressed over it.  Mostly because other than family its made up largely of people who check their profiles once a month or old school friends I just added because I knew them in school. 

It depresses me a bit because people who I thought of as friends have wandered off or taken offense.  There is no real friends on my facebook page and as I don't have a lot of other social interaction at present I guess it kind of reminds me of how isolated I am. 

Does anyone else get a bit depressed over their pitiful facebook pages?  I look at my husbands some times and his is full of interesting things to see and read and mine just seems to be full of ads and posts from groups.",,,,"you should seek out aspie social groups either online or in person. these people will understand you best, and are the best to make friends with. in no time will your facebook page fill up!",,,,,
i was terrified of balloons,"when i was a kid. my babysitter brought a balloon and said she's going to fill it with air, so i told her to go to another room so i wont get hurt by its flying pieces in case it blew up. and she asked me, ""what do you think it is, a bomb?""

i was also scared of the vacuum cleaner because of the noise. in order to get over my fear, i held it by its tube and dragged it around the house, and when my mother asked what was i doing i said i'm taking it for a walk.

anyone else scared of inanimate objects? or is it noises? when taken to a noisy place as a child, i was absolutely so terrified i was paralyzed with fear.",Not confident at all,,There wasn't really a question asked.,"There was no question asked, it was just a story about why he was afraid of balloons and took a vacuum for a walk.",,,,,
i was terrified of balloons,"when i was a kid. my babysitter brought a balloon and said she's going to fill it with air, so i told her to go to another room so i wont get hurt by its flying pieces in case it blew up. and she asked me, ""what do you think it is, a bomb?""

i was also scared of the vacuum cleaner because of the noise. in order to get over my fear, i held it by its tube and dragged it around the house, and when my mother asked what was i doing i said i'm taking it for a walk.

anyone else scared of inanimate objects? or is it noises? when taken to a noisy place as a child, i was absolutely so terrified i was paralyzed with fear.",Somewhat confident,,"I personally know children that are Autistic and I have taken a neuroanatomy class, so I have some background info. People with Autism seem to have senses that are more sensitive than normal, whether it be","People with Autism seem to have senses that are more sensitive than normal, whether it be their sense of smell, sight, hearing, or taste. It's harder for those with Autism to express their feelings and thoughts, so it might be hard for you to let others know your fear. In your case, it seems like you're sensitive to loud noises, but that is perfectly fine. Noise can easily be avoided, and if not, there is always ear plugs.",,,,,
i was terrified of balloons,"when i was a kid. my babysitter brought a balloon and said she's going to fill it with air, so i told her to go to another room so i wont get hurt by its flying pieces in case it blew up. and she asked me, ""what do you think it is, a bomb?""

i was also scared of the vacuum cleaner because of the noise. in order to get over my fear, i held it by its tube and dragged it around the house, and when my mother asked what was i doing i said i'm taking it for a walk.

anyone else scared of inanimate objects? or is it noises? when taken to a noisy place as a child, i was absolutely so terrified i was paralyzed with fear.",Very confident,,Personal experience,"Yes, embarrassingly enough I have definitely been afraid of loud noises.  When I was as a kid I used to be afraid of bagpipes.  I also hated accordions.  But I would say the most fear I have had of a loud noise would be the bassoon. It was always so big and scary to me.",,,,,
i was terrified of balloons,"when i was a kid. my babysitter brought a balloon and said she's going to fill it with air, so i told her to go to another room so i wont get hurt by its flying pieces in case it blew up. and she asked me, ""what do you think it is, a bomb?""

i was also scared of the vacuum cleaner because of the noise. in order to get over my fear, i held it by its tube and dragged it around the house, and when my mother asked what was i doing i said i'm taking it for a walk.

anyone else scared of inanimate objects? or is it noises? when taken to a noisy place as a child, i was absolutely so terrified i was paralyzed with fear.",Somewhat confident,,,The affected person is expressing the extra sensory perceptions of ordinary things which often lead out to phobias of various kinds. Autistic mind is quick to establish imaginary links between ordinary events and harm to 'self'. Extra decibel noises are often seen to be associated thus. In the instant case this phobia of loud noises seems to have been growing unchecked since early childhood.,,,,,
i was terrified of balloons,"when i was a kid. my babysitter brought a balloon and said she's going to fill it with air, so i told her to go to another room so i wont get hurt by its flying pieces in case it blew up. and she asked me, ""what do you think it is, a bomb?""

i was also scared of the vacuum cleaner because of the noise. in order to get over my fear, i held it by its tube and dragged it around the house, and when my mother asked what was i doing i said i'm taking it for a walk.

anyone else scared of inanimate objects? or is it noises? when taken to a noisy place as a child, i was absolutely so terrified i was paralyzed with fear.",Very confident,,,I have studied these fears in graduate school. Seek counceling as soon as possible to begin to work on these fears.,,,,,
